BEG_SCH_YR,DIVISION NAME,DIVISION NUMBER,SCHOOL NAME,SCHOOL NUMBER,LOW GRADE,HIGH GRADE,FOCUS AREA
2018,Russell County Public Schools,83,Copper Creek Elementary,820,PK,KG,Title I - Targeted Assistance
2018,Russell County Public Schools,83,Honaker Elementary,890,PK,7,Title I - Schoolwide
2018,Russell County Public Schools,83,Lebanon Elementary,410,2,4,Title I - Schoolwide
2018,Russell County Public Schools,83,Lebanon Middle,902,5,7,Title I - Targeted Assistance
2018,Russell County Public Schools,83,Lebanon Primary,390,PK,1,Title I - Schoolwide
2018,Russell County Public Schools,83,Swords Creek Elementary,710,PK,7,Title I - Schoolwide
2018,Salem City Public Schools,139,East Salem Elementary,550,PK,5,Title I - Schoolwide
2018,Salem City Public Schools,139,G.W. Carver Elementary,90,PK,5,Title I - Schoolwide
2018,Scott County Public Schools,84,Duffield-Pattonsville Primary,750,KG,4,Title I - Schoolwide
2018,Scott County Public Schools,84,Dungannon Intermediate,42,4,7,Title I - Schoolwide
2018,Scott County Public Schools,84,Fort Blackmore Primary,102,KG,3,Title I - Schoolwide
2018,Scott County Public Schools,84,Hilton Elementary,670,KG,6,Title I - Schoolwide
2018,Scott County Public Schools,84,Nickelsville Elementary,220,KG,7,Title I - Schoolwide
2018,Scott County Public Schools,84,Rye Cove Intermediate,20,5,7,Title I - Schoolwide
2018,Scott County Public Schools,84,Shoemaker Elementary,641,KG,6,Title I - Schoolwide
2018,Scott County Public Schools,84,Weber City Elementary,740,KG,6,Title I - Targeted Assistance
2018,Scott County Public Schools,84,Yuma Elementary,790,KG,6,Title I - Schoolwide
2018,Shenandoah County Public Schools,85,Ashby Lee Elementary,820,PK,4,Title I - Schoolwide
2018,Shenandoah County Public Schools,85,Sandy Hook Elementary,810,PK,5,Title I - Schoolwide
2018,Shenandoah County Public Schools,85,W.W. Robinson Elementary,20,PK,5,Title I - Schoolwide
2018,Smyth County Public Schools,86,Atkins Elementary,290,PK,5,Title I - Schoolwide
2018,Smyth County Public Schools,86,Chilhowie Elementary,730,PK,5,Title I - Schoolwide
2018,Smyth County Public Schools,86,Marion Elementary,710,PK,5,Title I - Schoolwide
2018,Smyth County Public Schools,86,Oak Point Elementary,690,PK,5,Title I - Schoolwide
2018,Smyth County Public Schools,86,Rich Valley Elementary,720,PK,5,Title I - Schoolwide
2018,Smyth County Public Schools,86,Saltville Elementary,740,PK,5,Title I - Schoolwide
2018,Smyth County Public Schools,86,Sugar Grove Elementary,555,PK,5,Title I - Schoolwide
2018,Southampton County Public Schools,87,Capron Elementary,710,PK,5,Title I - Schoolwide
2018,Southampton County Public Schools,87,Meherrin Elementary,20,PK,5,Title I - Schoolwide
2018,Southampton County Public Schools,87,Nottoway Elementary,10,PK,5,Title I - Schoolwide
2018,Spotsylvania County Public Schools,88,Battlefield Elementary,10,PK,5,Title I - Targeted Assistance
2018,Spotsylvania County Public Schools,88,Berkeley Elementary,340,PK,5,Title I - Schoolwide
2018,Spotsylvania County Public Schools,88,Cedar Forest Elementary,511,PK,5,Title I - Schoolwide
2018,Spotsylvania County Public Schools,88,Harrison Road Elementary,507,PK,5,Title I - Schoolwide
2018,Spotsylvania County Public Schools,88,Lee Hill Elementary,30,PK,5,Title I - Targeted Assistance
2018,Spotsylvania County Public Schools,88,Livingston Elementary,350,PK,5,Title I - Schoolwide
2018,Spotsylvania County Public Schools,88,Riverview Elementary,503,PK,5,Title I - Schoolwide
2018,Spotsylvania County Public Schools,88,Salem Elementary,60,PK,5,Title I - Schoolwide
2018,Spotsylvania County Public Schools,88,Spotswood Elementary,360,PK,5,Title I - Schoolwide
2018,Stafford County Public Schools,89,Anthony Burns Elementary,433,KG,5,Title I - Targeted Assistance
2018,Stafford County Public Schools,89,Falmouth Elementary,280,PK,5,Title I - Targeted Assistance
2018,Stafford County Public Schools,89,Hampton Oaks Elementary,320,PK,5,Title I - Targeted Assistance
2018,Stafford County Public Schools,89,Hartwood Elementary,250,PK,5,Title I - Targeted Assistance
2018,Stafford County Public Schools,89,Kate Waller Barrett Elementary,427,PK,5,Title I - Targeted Assistance
2018,Stafford County Public Schools,89,Rocky Run Elementary,425,PK,5,Title I - Targeted Assistance
2018,Stafford County Public Schools,89,Widewater Elementary,50,PK,5,Title I - Targeted Assistance
2018,Staunton City Public Schools,126,Arthur R. Ware Elementary,40,KG,5,Title I - Schoolwide
2018,Staunton City Public Schools,126,Bessie Weller Elementary,70,KG,5,Title I - Schoolwide
2018,Staunton City Public Schools,126,Thomas C. McSwain Elementary,90,KG,5,Title I - Schoolwide
2018,Suffolk City Public Schools,127,Booker T. Washington Elementary,50,PK,5,Title I - Schoolwide
2018,Suffolk City Public Schools,127,Creekside Elementary,440,PK,5,Title I - Schoolwide
2018,Suffolk City Public Schools,127,Elephant's Fork Elementary,210,PK,5,Title I - Schoolwide
2018,Suffolk City Public Schools,127,Hillpoint Elementary,450,PK,5,Title I - Schoolwide
2018,Suffolk City Public Schools,127,Kilby Shores Elementary,230,PK,5,Title I - Schoolwide
2018,Suffolk City Public Schools,127,Mack Benn Jr. Elementary,330,PK,5,Title I - Schoolwide
2018,Suffolk City Public Schools,127,Nansemond Parkway Elementary,220,PK,5,Title I - Schoolwide
2018,Suffolk City Public Schools,127,Oakland Elementary,70,PK,5,Title I - Schoolwide
2018,Suffolk City Public Schools,127,Pioneer Elementary,47,PK,5,Title I - Schoolwide
2018,Surry County Public Schools,90,Luther P. Jackson Middle,30,5,8,Title I - Targeted Assistance
2018,Surry County Public Schools,90,Surry Elementary,20,PK,4,Title I - Targeted Assistance
2018,Sussex County Public Schools,91,Sussex Central Elementary,483,PK,5,Title I - Schoolwide
2018,Sussex County Public Schools,91,Sussex Central Middle,482,6,8,Title I - Schoolwide
2018,Tazewell County Public Schools,92,Abb's Valley-Boissevain Elementary,1020,PK,5,Title I - Schoolwide
2018,Tazewell County Public Schools,92,Cedar Bluff Elementary,830,PK,5,Title I - Schoolwide
2018,Tazewell County Public Schools,92,Dudley Primary,750,PK,2,Title I - Schoolwide
2018,Tazewell County Public Schools,92,Graham Intermediate,960,3,5,Title I - Schoolwide
2018,Tazewell County Public Schools,92,North Tazewell Elementary,450,PK,5,Title I - Schoolwide
2018,Tazewell County Public Schools,92,Richlands Elementary,822,PK,5,Title I - Schoolwide
2018,Tazewell County Public Schools,92,Tazewell Elementary,1030,PK,5,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Bayside 6th Grade Campus,115,6,6,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Bayside Middle,700,6,8,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Birdneck Elementary,60,PK,5,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Brookwood Elementary,630,PK,5,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,College Park Elementary,720,PK,5,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Diamond Springs Elementary,106,PK,1,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Green Run Elementary,770,PK,5,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Holland Elementary,600,PK,5,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Lynnhaven Elementary,520,PK,5,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Newtown Elementary,710,2,3,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Parkway Elementary,820,PK,5,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Point O' View Elementary,680,PK,5,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Rosemont Elementary,810,PK,5,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Seatack Elementary an Achievable Dream Academy,290,KG,5,Title I - Schoolwide
2018,Virginia Beach City Public Schools,128,Williams Elementary,470,PK,5,Title I - Schoolwide
2018,Warren County Public Schools,93,A.S. Rhodes Elementary,90,KG,5,Title I - Schoolwide
2018,Warren County Public Schools,93,E. Wilson Morrison Elementary,140,KG,5,Title I - Schoolwide
2018,Warren County Public Schools,93,Hilda J. Barbour Elementary,371,KG,5,Title I - Schoolwide
2018,Warren County Public Schools,93,Leslie Fox Keyser Elementary,20,KG,5,Title I - Schoolwide
2018,Warren County Public Schools,93,Ressie Jeffries Elementary,240,KG,5,Title I - Schoolwide
2018,Washington County Public Schools,94,Abingdon Elementary,1080,PK,5,Title I - Targeted Assistance
2018,Washington County Public Schools,94,Greendale Elementary,260,PK,5,Title I - Targeted Assistance
2018,Washington County Public Schools,94,High Point Elementary,1070,PK,5,Title I - Targeted Assistance
2018,Washington County Public Schools,94,Meadowview Elementary,20,PK,5,Title I - Targeted Assistance
2018,Washington County Public Schools,94,Rhea Valley Elementary,50,PK,5,Title I - Schoolwide
2018,Washington County Public Schools,94,Valley Institute Elementary,1020,PK,5,Title I - Schoolwide
2018,Washington County Public Schools,94,Watauga Elementary,70,PK,5,Title I - Targeted Assistance
2018,Waynesboro City Public Schools,130,Wenonah Elementary,580,KG,5,Title I - Schoolwide
2018,Waynesboro City Public Schools,130,William Perry Elementary,751,KG,5,Title I - Schoolwide
2018,West Point Public Schools,207,West Point Elementary,280,PK,5,Title I - Targeted Assistance
2018,Westmoreland County Public Schools,95,Cople Elementary,210,PK,5,Title I - Schoolwide
2018,Westmoreland County Public Schools,95,Washington District Elementary,310,PK,5,Title I - Schoolwide
2018,Williamsburg-James City County Public Schools,131,Clara Byrd Baker Elementary,40,PK,5,Title I - Targeted Assistance
2018,Williamsburg-James City County Public Schools,131,D.J. Montague Elementary,80,KG,5,Title I - Targeted Assistance
2018,Williamsburg-James City County Public Schools,131,J. Blaine Blayton Elementary,190,PK,5,Title I - Targeted Assistance
2018,Williamsburg-James City County Public Schools,131,James River Elementary,201,KG,5,Title I - Schoolwide
2018,Williamsburg-James City County Public Schools,131,Laurel Lane Elementary,50,PK,5,Title I - Targeted Assistance
2018,Williamsburg-James City County Public Schools,131,Matthew Whaley Elementary,10,KG,5,Title I - Targeted Assistance
2018,Williamsburg-James City County Public Schools,131,Norge Elementary,70,PK,5,Title I - Targeted Assistance
2018,Winchester City Public Schools,132,Frederick Douglass Elementary,80,PK,4,Title I - Schoolwide
2018,Winchester City Public Schools,132,Garland R. Quarles Elementary,50,PK,4,Title I - Schoolwide
2018,Winchester City Public Schools,132,John Kerr Elementary,90,PK,4,Title I - Schoolwide
2018,Winchester City Public Schools,132,Virginia Avenue Charlotte Dehart Elementary ,20,PK,4,Title I - Schoolwide
2018,Wise County Public Schools,96,Coeburn Primary,653,PK,4,Title I - Schoolwide
2018,Wise County Public Schools,96,J.W. Adams Combined,73,PK,8,Title I - Targeted Assistance
2018,Wise County Public Schools,96,St. Paul Elementary,871,PK,8,Title I - Targeted Assistance
2018,Wise County Public Schools,96,Union Primary School,1012,PK,4,Title I - Schoolwide
2018,Wise County Public Schools,96,Wise Primary,1020,PK,4,Title I - Schoolwide
2018,Wythe County Public Schools,97,Jackson Memorial Elementary,730,PK,5,Title I - Schoolwide
2018,Wythe County Public Schools,97,Max Meadows Elementary,100,PK,5,Title I - Schoolwide
2018,Wythe County Public Schools,97,Rural Retreat Elementary,201,PK,5,Title I - Schoolwide
2018,Wythe County Public Schools,97,Sheffey Elementary,740,PK,5,Title I - Schoolwide
2018,Wythe County Public Schools,97,Speedwell Elementary,440,PK,5,Title I - Schoolwide
2018,Wythe County Public Schools,97,Spiller Elementary,190,PK,5,Title I - Schoolwide
2018,York County Public Schools,98,Bethel Manor Elementary,180,KG,5,Title I - Targeted Assistance
2018,York County Public Schools,98,Magruder Elementary,10,KG,5,Title I - Targeted Assistance
2018,York County Public Schools,98,Yorktown Elementary,210,KG,5,Title I - Schoolwide
