BEG_SCH_YR,DIVISION NAME,DIVISION NUMBER,SCHOOL NAME,SCHOOL NUMBER,LOW GRADE,HIGH GRADE,FOCUS AREA
2018,Hopewell City Public Schools,114,Dupont Elementary,40,KG,5,Title I - Schoolwide
2018,Hopewell City Public Schools,114,Harry E. James Elementary,140,KG,5,Title I - Schoolwide
2018,Hopewell City Public Schools,114,Patrick Copeland Elementary,70,KG,5,Title I - Schoolwide
2018,Isle of Wight County Public Schools,46,Carrsville Elementary,280,PK,5,Title I - Schoolwide
2018,Isle of Wight County Public Schools,46,Hardy Elementary,320,PK,4,Title I - Schoolwide
2018,Isle of Wight County Public Schools,46,Windsor Elementary,240,PK,5,Title I - Schoolwide
2018,King George County Public Schools,48,King George Elementary,100,KG,6,Title I - Targeted Assistance
2018,King George County Public Schools,48,Potomac Elementary,50,KG,6,Title I - Targeted Assistance
2018,King George County Public Schools,48,Sealston Elementary ,221,KG,6,Title I - Targeted Assistance
2018,King William County Public Schools,50,Cool Spring Primary,190,PK,2,Title I - Schoolwide
2018,King and Queen County Public Schools,49,King & Queen Elementary,200,PK,7,Title I - Targeted Assistance
2018,King and Queen County Public Schools,49,Lawson-Marriott Elementary,290,PK,7,Title I - Targeted Assistance
2018,Lancaster County Public Schools,51,Lancaster Primary,210,PK,3,Title I - Schoolwide
2018,Lee County Public Schools,52,Dryden Elementary,160,PK,4,Title I - Schoolwide
2018,Lee County Public Schools,52,Elk Knob Elementary,330,PK,4,Title I - Schoolwide
2018,Lee County Public Schools,52,Elydale Middle,820,5,7,Title I - Schoolwide
2018,Lee County Public Schools,52,Flatwoods Elementary,630,PK,4,Title I - Schoolwide
2018,Lee County Public Schools,52,Jonesville Middle,470,5,7,Title I - Schoolwide
2018,Lee County Public Schools,52,Pennington Middle,290,5,7,Title I - Schoolwide
2018,Lee County Public Schools,52,Rose Hill Elementary,670,PK,4,Title I - Schoolwide
2018,Lee County Public Schools,52,St. Charles Elementary,200,PK,4,Title I - Schoolwide
2018,Lexington City Public Schools,137,Harrington Waddell Elementary,1390,KG,5,Title I - Targeted Assistance
2018,Loudoun County Public Schools,53,Forest Grove Elementary,970,PK,5,Title I - Schoolwide
2018,Loudoun County Public Schools,53,Guilford Elementary,720,PK,5,Title I - Schoolwide
2018,Loudoun County Public Schools,53,Park View High,60,9,12,Title I - Schoolwide
2018,Loudoun County Public Schools,53,Rolling Ridge Elementary,40,PK,5,Title I - Schoolwide
2018,Loudoun County Public Schools,53,Sterling Elementary,690,PK,5,Title I - Schoolwide
2018,Loudoun County Public Schools,53,Sterling Middle,760,6,8,Title I - Schoolwide
2018,Loudoun County Public Schools,53,Sugarland Elementary,10,PK,5,Title I - Schoolwide
2018,Loudoun County Public Schools,53,Sully Elementary,750,PK,5,Title I - Schoolwide
2018,Louisa County Public Schools,54,Jouett Elementary,660,PK,5,Title I - Schoolwide
2018,Louisa County Public Schools,54,Moss-Nuckols Elementary,80,PK,5,Title I - Schoolwide
2018,Louisa County Public Schools,54,Thomas Jefferson Elementary,610,PK,5,Title I - Schoolwide
2018,Louisa County Public Schools,54,Trevilians Elementary,641,PK,5,Title I - Schoolwide
2018,Lunenburg County Public Schools,55,Kenbridge Elementary,240,PK,5,Title I - Schoolwide
2018,Lunenburg County Public Schools,55,Victoria Elementary,140,KG,5,Title I - Schoolwide
2018,Lynchburg City Public Schools,115,Bedford Hills Elementary,290,KG,5,Title I - Schoolwide
2018,Lynchburg City Public Schools,115,Dearington Elementary/Innovation ,70,KG,5,Title I - Schoolwide
2018,Lynchburg City Public Schools,115,Heritage Elementary,1102,PK,5,Title I - Schoolwide
2018,Lynchburg City Public Schools,115,Linkhorne Elementary,360,KG,5,Title I - Schoolwide
2018,Lynchburg City Public Schools,115,Paul Munro Elementary,330,PK,5,Title I - Schoolwide
2018,Lynchburg City Public Schools,115,Perrymont Elementary,270,KG,5,Title I - Schoolwide
2018,Lynchburg City Public Schools,115,Robert S. Payne Elementary,190,PK,5,Title I - Schoolwide
2018,Lynchburg City Public Schools,115,Sandusky Elementary,370,KG,5,Title I - Schoolwide
2018,Lynchburg City Public Schools,115,Sheffield Elementary,300,KG,5,Title I - Schoolwide
2018,Lynchburg City Public Schools,115,T.C. Miller Elementary for Innovation,90,KG,5,Title I - Schoolwide
2018,Lynchburg City Public Schools,115,William M. Bass Elementary,250,KG,5,Title I - Schoolwide
2018,Madison County Public Schools,56,Madison Primary,230,PK,2,Title I - Schoolwide
2018,Madison County Public Schools,56,Waverly Yowell Elementary,200,3,5,Title I - Schoolwide
2018,Manassas City Public Schools,143,Baldwin Elementary,470,PK,4,Title I - Schoolwide
2018,Manassas City Public Schools,143,George Carr Round Elementary,60,PK,4,Title I - Schoolwide
2018,Manassas City Public Schools,143,Jennie Dean Elementary,310,PK,4,Title I - Schoolwide
2018,Manassas City Public Schools,143,Richard C. Haydon Elementary,20,PK,4,Title I - Schoolwide
2018,Manassas City Public Schools,143,Weems Elementary,10,PK,4,Title I - Schoolwide
2018,Manassas Park City Public Schools,144,Cougar Elementary,522,PK,2,Title I - Schoolwide
2018,Manassas Park City Public Schools,144,Manassas Park Elementary,420,3,5,Title I - Schoolwide
2018,Martinsville City Public Schools,116,Albert Harris Elementary,222,KG,5,Title I - Schoolwide
2018,Martinsville City Public Schools,116,Martinsville Middle,10,6,8,Title I - Targeted Assistance
2018,Martinsville City Public Schools,116,Patrick Henry Elementary,223,KG,5,Title I - Schoolwide
2018,Mathews County Public Schools,57,Lee-Jackson Elementary,291,KG,4,Title I - Schoolwide
2018,Mecklenburg County Public Schools,58,Chase City Elementary,910,PK,5,Title I - Schoolwide
2018,Mecklenburg County Public Schools,58,Clarksville Elementary,1000,PK,5,Title I - Schoolwide
2018,Mecklenburg County Public Schools,58,LaCrosse Elementary ,1020,PK,5,Title I - Schoolwide
2018,Mecklenburg County Public Schools,58,South Hill Elementary,190,PK,5,Title I - Schoolwide
2018,Middlesex County Public Schools,59,Middlesex Elementary,291,PK,5,Title I - Targeted Assistance
2018,Montgomery County Public Schools,60,Auburn Elementary,902,PK,5,Title I - Schoolwide
2018,Montgomery County Public Schools,60,Belview Elementary,700,PK,5,Title I - Schoolwide
2018,Montgomery County Public Schools,60,Christiansburg Elementary,740,3,5,Title I - Schoolwide
2018,Montgomery County Public Schools,60,Christiansburg Primary,780,PK,2,Title I - Schoolwide
2018,Montgomery County Public Schools,60,Eastern Montgomery Elementary,30,PK,5,Title I - Schoolwide
2018,Montgomery County Public Schools,60,Falling Branch Elementary,600,PK,5,Title I - Schoolwide
2018,Montgomery County Public Schools,60,Prices Fork Elementary,210,PK,5,Title I - Schoolwide
2018,Nelson County Public Schools,62,Rockfish River Elementary,10,PK,5,Title I - Targeted Assistance
2018,Nelson County Public Schools,62,Tye River Elementary,20,PK,5,Title I - Targeted Assistance
2018,New Kent County Public Schools,63,George W. Watkins Elementary,180,PK,5,Title I - Schoolwide
2018,New Kent County Public Schools,63,New Kent Elementary ,10,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,Achievable Dream Academy,1404,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,Carver Elementary,1170,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,Denbigh Early Childhood Center,1402,PK,PK,Title I - Schoolwide
2018,Newport News City Public Schools,117,Discovery STEM Academy,130,KG,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,George J. McIntosh Elementary ,70,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,Hidenwood Elementary,1210,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,Horace H. Epes Elementary,1240,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,John Marshall Early Childhood Center,1411,PK,KG,Title I - Schoolwide
2018,Newport News City Public Schools,117,Joseph H. Saunders Elementary,300,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,L.F. Palmer Elementary ,200,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,Lee Hall Early Childhood Center,1409,PK,PK,Title I - Schoolwide
2018,Newport News City Public Schools,117,Lee Hall Elementary,1180,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,Newsome Park Elementary,1120,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,Oliver C. Greenwood Elementary,150,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,Sedgefield Elementary,250,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,T. Ryland Sanford Elementary,290,PK,5,Title I - Schoolwide
2018,Newport News City Public Schools,117,Watkins Early Childhood Center,1410,PK,PK,Title I - Schoolwide
2018,Newport News City Public Schools,117,Willis A. Jenkins Elementary,320,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Bay View Elementary,250,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Booker T Washington High,880,9,12,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Camp Allen Elementary,40,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Chesterfield Academy Elementary,220,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Coleman Place Elementary,550,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Crossroads Elementary,560,PK,8,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Fairlawn Elementary,750,3,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Granby Elementary,420,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Ingleside Elementary,610,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Jacox Elementary,430,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,James Monroe Elementary,131,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Lake Taylor Middle,790,6,8,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Larrymore Elementary,670,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Lindenwood Elementary,520,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Little Creek Elementary,682,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Mary Calcott Elementary School,460,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Northside Middle,490,6,8,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Norview Elementary,620,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Norview Middle,570,6,8,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Ocean View Elementary,190,KG,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Oceanair Elementary,630,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,"P.B. Young, Sr. Elementary ",530,PK,2,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Poplar Halls Elementary,710,PK,2,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Richard Bowling Elementary,480,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Sewells Point Elementary,850,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Sherwood Forest Elementary,650,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Southside STEM Academy at Campostella ,770,KG,7,Title I - Schoolwide
2018,Norfolk City Public Schools,118,St. Helena Elementary,820,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Suburban Park Elementary,500,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Tanners Creek Elementary,100,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Tarrallton Elementary,800,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Tidewater Park Elementary,780,3,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,Willard Model Elementary,471,PK,5,Title I - Schoolwide
2018,Norfolk City Public Schools,118,William H. Ruffner Middle,30,6,8,Title I - Schoolwide
2018,Northampton County Public Schools,65,Kiptopeke Elementary,452,PK,6,Title I - Schoolwide
2018,Northampton County Public Schools,65,Occohannock Elementary,451,PK,6,Title I - Schoolwide
2018,Northumberland County Public Schools,66,Northumberland Elementary,331,PK,5,Title I - Schoolwide
2018,Norton City Public Schools,119,Norton Elementary,40,PK,7,Title I - Targeted Assistance
2018,Nottoway County Public Schools,67,Blackstone Primary,340,PK,4,Title I - Schoolwide
2018,Nottoway County Public Schools,67,Crewe Primary,330,PK,4,Title I - Schoolwide
2018,Nottoway County Public Schools,67,Nottoway Intermediate,300,5,6,Title I - Schoolwide
2018,Nottoway County Public Schools,67,Nottoway Middle,302,7,8,Title I - Targeted Assistance
2018,Orange County Public Schools,68,Gordon-Barbour Elementary,360,KG,5,Title I - Schoolwide
2018,Orange County Public Schools,68,Lightfoot Elementary,70,3,5,Title I - Schoolwide
2018,Orange County Public Schools,68,Orange Elementary,370,KG,5,Title I - Schoolwide
2018,Orange County Public Schools,68,Unionville Elementary,350,KG,2,Title I - Schoolwide
2018,Page County Public Schools,69,Luray Elementary,350,PK,5,Title I - Schoolwide
2018,Page County Public Schools,69,Shenandoah Elementary,310,PK,5,Title I - Schoolwide
2018,Page County Public Schools,69,Springfield Elementary,50,PK,5,Title I - Schoolwide
2018,Page County Public Schools,69,Stanley Elementary,210,PK,5,Title I - Schoolwide
2018,Patrick County Public Schools,70,Blue Ridge Elementary,440,PK,7,Title I - Schoolwide
2018,Patrick County Public Schools,70,Hardin Reynolds Elementary,350,4,7,Title I - Schoolwide
2018,Patrick County Public Schools,70,Meadows of Dan Elementary ,150,KG,7,Title I - Schoolwide
2018,Patrick County Public Schools,70,Patrick Springs Elementary,680,PK,3,Title I - Schoolwide
2018,Patrick County Public Schools,70,Stuart Elementary,320,PK,7,Title I - Schoolwide
2018,Patrick County Public Schools,70,Woolwine Elementary,80,PK,7,Title I - Schoolwide
2018,Petersburg City Public Schools,120,Cool Spring Elementary,110,KG,5,Title I - Schoolwide
2018,Petersburg City Public Schools,120,Lakemont Elementary,170,KG,5,Title I - Schoolwide
2018,Petersburg City Public Schools,120,Pleasants Lane Elementary,180,KG,5,Title I - Schoolwide
2018,Petersburg City Public Schools,120,Vernon Johns Middle,121,6,8,Title I - Schoolwide
2018,Petersburg City Public Schools,120,Walnut Hill Elementary,130,KG,5,Title I - Schoolwide
2018,Pittsylvania County Public Schools,71,Brosville Elementary ,1853,PK,5,Title I - Schoolwide
2018,Pittsylvania County Public Schools,71,Chatham Elementary,640,PK,5,Title I - Schoolwide
2018,Pittsylvania County Public Schools,71,Chatham Middle,1660,6,8,Title I - Schoolwide
2018,Pittsylvania County Public Schools,71,Dan River Middle,1090,6,8,Title I - Schoolwide
2018,Pittsylvania County Public Schools,71,Gretna Elementary,280,PK,5,Title I - Schoolwide
2018,Pittsylvania County Public Schools,71,Gretna Middle,290,6,8,Title I - Schoolwide
2018,Pittsylvania County Public Schools,71,John L. Hurt Elementary,30,PK,5,Title I - Schoolwide
2018,Pittsylvania County Public Schools,71,Kentuck Elementary,1690,PK,5,Title I - Schoolwide
2018,Pittsylvania County Public Schools,71,Mount Airy Elementary,1750,PK,5,Title I - Schoolwide
2018,Pittsylvania County Public Schools,71,Southside Elementary,1460,PK,5,Title I - Schoolwide
2018,Pittsylvania County Public Schools,71,Stony Mill Elementary,1710,PK,5,Title I - Schoolwide
2018,Pittsylvania County Public Schools,71,Union Hall Elementary,1740,PK,5,Title I - Schoolwide
2018,Poquoson City Public Schools,142,Poquoson Elementary,150,3,5,Title I - Targeted Assistance
2018,Portsmouth City Public Schools,121,Brighton Elementary ,1766,KG,6,Title I - Schoolwide
2018,Portsmouth City Public Schools,121,Churchland Academy Elementary,321,KG,6,Title I - Schoolwide
2018,Portsmouth City Public Schools,121,Churchland Primary & Intermediate,160,KG,6,Title I - Schoolwide
2018,Portsmouth City Public Schools,121,Douglass Park Elementary,190,KG,6,Title I - Schoolwide
2018,Portsmouth City Public Schools,121,Hodges Manor Elementary,1630,KG,6,Title I - Schoolwide
2018,Portsmouth City Public Schools,121,James Hurst Elementary,1400,KG,6,Title I - Schoolwide
2018,Portsmouth City Public Schools,121,John Tyler Elementary,230,KG,6,Title I - Schoolwide
2018,Portsmouth City Public Schools,121,Lakeview Elementary,1650,KG,6,Title I - Schoolwide
2018,Portsmouth City Public Schools,121,Park View Elementary,60,KG,6,Title I - Schoolwide
2018,Portsmouth City Public Schools,121,Simonsdale Elementary,290,KG,6,Title I - Schoolwide
2018,Portsmouth City Public Schools,121,Victory Elementary,1769,KG,6,Title I - Schoolwide
2018,Portsmouth City Public Schools,121,Westhaven Elementary,210,KG,6,Title I - Schoolwide
2018,Powhatan County Public Schools,72,Flat Rock Elementary,21,PK,5,Title I - Targeted Assistance
2018,Powhatan County Public Schools,72,Pocahontas Elementary,231,KG,5,Title I - Targeted Assistance
2018,Powhatan County Public Schools,72,Powhatan Elementary,13,KG,5,Title I - Targeted Assistance
2018,Prince Edward County Public Schools,73,Prince Edward Elementary,10,PK,4,Title I - Schoolwide
2018,Prince Edward County Public Schools,73,Prince Edward Middle,20,5,8,Title I - Schoolwide
2018,Prince George County Public Schools,74,David A. Harrison Elementary,340,PK,5,Title I - Targeted Assistance
2018,Prince George County Public Schools,74,L.L. Beazley Elementary,310,PK,5,Title I - Targeted Assistance
2018,Prince George County Public Schools,74,North Elementary,290,PK,5,Title I - Targeted Assistance
2018,Prince George County Public Schools,74,South Elementary,300,PK,5,Title I - Targeted Assistance
2018,Prince George County Public Schools,74,William A. Walton Elementary,280,PK,5,Title I - Targeted Assistance
2018,Prince William County Public Schools,75,Bel Air Elementary,670,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Belmont Elementary,600,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,C.A. Sinclair Elementary,620,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Dale City Elementary,610,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Dumfries Elementary,280,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Elizabeth Vaughan Elementary,580,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Enterprise Elementary,120,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Fannie W. Fitzgerald Elementary,370,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Featherstone Elementary,450,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Fred M. Lynn Middle,520,6,8,Title I - Schoolwide
2018,Prince William County Public Schools,75,George M. Hampton Middle,640,6,8,Title I - Schoolwide
2018,Prince William County Public Schools,75,George P. Mullen Elementary,770,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Kerrydale Elementary,70,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Loch Lomond Elementary,460,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Marumsco Hills Elementary,570,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Minnieville Elementary,30,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Neabsco Elementary,700,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Occoquan Elementary,260,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Potomac View Elementary,550,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,R. Dean Kilby Elementary,440,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,River Oaks Elementary,750,PK,5,Title I - Targeted Assistance
2018,Prince William County Public Schools,75,Sharon C. McAuliffe Elementary,730,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Stonewall Middle,480,6,8,Title I - Schoolwide
2018,Prince William County Public Schools,75,Sudley Elementary,20,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Suella G. Ellis Elementary,270,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Swans Creek Elementary,890,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Triangle Elementary,430,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,West Gate Elementary,540,PK,5,Title I - Schoolwide
2018,Prince William County Public Schools,75,Yorkshire Elementary,350,PK,5,Title I - Schoolwide
2018,Pulaski County Public Schools,77,Critzer Elementary,20,PK,5,Title I - Schoolwide
2018,Pulaski County Public Schools,77,Dublin Elementary,540,PK,5,Title I - Schoolwide
2018,Pulaski County Public Schools,77,Pulaski Elementary ,230,PK,5,Title I - Schoolwide
2018,Pulaski County Public Schools,77,Riverlawn Elementary,500,PK,5,Title I - Schoolwide
2018,Radford City Public Schools,122,Belle Heth Elementary,10,3,6,Title I - Targeted Assistance
2018,Radford City Public Schools,122,McHarg Elementary,20,PK,2,Title I - Targeted Assistance
2018,Rappahannock County Public Schools,78,Rappahannock County Elementary,240,PK,7,Title I - Targeted Assistance
2018,Richmond City Public Schools,123,Albert Hill Middle,30,6,8,Title I - Schoolwide
2018,Richmond City Public Schools,123,Amelia Street Special Education,750,PK,12,Title I - Schoolwide
2018,Richmond City Public Schools,123,Armstrong High ,850,9,12,Title I - Schoolwide
2018,Richmond City Public Schools,123,Barack Obama Elementary,390,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Bellevue Elementary,100,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Binford Middle,50,6,8,Title I - Schoolwide
2018,Richmond City Public Schools,123,Blackwell Elementary,170,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Broad Rock Elementary,1100,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Chimborazo Elementary,830,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,E.S.H. Greene Elementary,1440,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Elizabeth D. Redd Elementary,1400,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Elkhardt Thompson Middle,1631,6,8,Title I - Schoolwide
2018,Richmond City Public Schools,123,Fairfield Court Elementary,710,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Franklin Military Academy,621,6,12,Title I - Schoolwide
2018,Richmond City Public Schools,123,G.H. Reid Elementary,1470,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,George Mason Elementary,290,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,George W. Carver Elementary,311,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,George Wythe High,741,9,12,Title I - Schoolwide
2018,Richmond City Public Schools,123,Ginter Park Elementary,230,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Henderson Middle,470,6,8,Title I - Schoolwide
2018,Richmond City Public Schools,123,J.B. Fisher Elementary,1640,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,J.L. Francis Elementary,1710,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,John B. Cary Elementary,600,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,John Marshall High,730,9,12,Title I - Schoolwide
2018,Richmond City Public Schools,123,Lucille M. Brown Middle,3105,6,8,Title I - Schoolwide
2018,Richmond City Public Schools,123,Martin Luther King Jr. Middle ,770,6,8,Title I - Schoolwide
2018,Richmond City Public Schools,123,Miles Jones Elementary,3107,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Oak Grove/Bellemeade Elementary,330,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Overby-Sheppard Elementary,130,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Richmond Alternative School,3110,6,12,Title I - Schoolwide
2018,Richmond City Public Schools,123,Richmond Career Education and Employment (Charter School),3200,9,12,Title I - Schoolwide
2018,Richmond City Public Schools,123,Southampton Elementary,1480,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Swansboro Elementary,210,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Thomas C. Boushall Middle,480,6,8,Title I - Schoolwide
2018,Richmond City Public Schools,123,Westover Hills Elementary,660,PK,5,Title I - Schoolwide
2018,Richmond City Public Schools,123,Woodville Elementary,650,PK,5,Title I - Schoolwide
2018,Richmond County Public Schools,79,Richmond County Elementary,20,KG,7,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Addison Aerospace Magnet Middle,280,6,8,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Breckinridge Middle,210,6,8,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Fairview Elementary,410,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Fallon Park Elementary,50,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Fishburn Park Elementary,380,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Garden City Elementary,300,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Highland Park Elementary,110,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Hurt Park Elementary,420,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,John P. Fishwick Middle,230,6,8,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Lincoln Terrace Elementary,340,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Monterey Elementary,370,KG,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Morningside Elementary,60,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Preston Park Elementary,240,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Roanoke Academy For Mathematics & Science Elementary,220,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Round Hill Elementary,320,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Virginia Heights Elementary,70,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,Wasena Elementary,90,PK,5,Title I - Targeted Assistance
2018,Roanoke City Public Schools,124,Westside Elementary,350,PK,5,Title I - Schoolwide
2018,Roanoke City Public Schools,124,William Fleming High,400,9,12,Title I - Schoolwide
2018,Roanoke County Public Schools,80,Burlington Elementary,180,PK,5,Title I - Schoolwide
2018,Roanoke County Public Schools,80,Herman L. Horn Elementary,540,PK,5,Title I - Schoolwide
2018,Roanoke County Public Schools,80,Mason's Cove Elementary,530,PK,5,Title I - Schoolwide
2018,Roanoke County Public Schools,80,Mount Pleasant Elementary,290,PK,5,Title I - Schoolwide
2018,Roanoke County Public Schools,80,W.E. Cundiff Elementary,60,PK,5,Title I - Schoolwide
2018,Rockbridge County Public Schools,81,Central Elementary,650,PK,5,Title I - Schoolwide
2018,Rockbridge County Public Schools,81,Fairfield Elementary,150,PK,5,Title I - Schoolwide
2018,Rockbridge County Public Schools,81,Mountain View Elementary,340,KG,5,Title I - Schoolwide
2018,Rockbridge County Public Schools,81,Natural Bridge Elementary,641,PK,5,Title I - Schoolwide
2018,Rockingham County Public Schools,82,Cub Run Elementary,861,PK,5,Title I - Schoolwide
2018,Rockingham County Public Schools,82,Elkton Elementary,400,PK,5,Title I - Schoolwide
2018,Rockingham County Public Schools,82,Fulks Run Elementary,940,PK,5,Title I - Schoolwide
2018,Rockingham County Public Schools,82,John C. Myers Elementary,1071,PK,5,Title I - Schoolwide
2018,Rockingham County Public Schools,82,Lacey Spring Elementary,500,PK,5,Title I - Schoolwide
2018,Rockingham County Public Schools,82,Mountain View Elementary,520,PK,5,Title I - Schoolwide
2018,Rockingham County Public Schools,82,Ottobine Elementary,920,PK,5,Title I - Schoolwide
2018,Rockingham County Public Schools,82,Plains Elementary,10,PK,5,Title I - Schoolwide
2018,Rockingham County Public Schools,82,Pleasant Valley Elementary,950,PK,5,Title I - Schoolwide
2018,Rockingham County Public Schools,82,River Bend Elementary,390,PK,5,Title I - Schoolwide
2018,Rockingham County Public Schools,82,South River Elementary,830,PK,5,Title I - Schoolwide
2018,Russell County Public Schools,83,Belfast Elk Garden Elementary,580,KG,5,Title I - Schoolwide
2018,Russell County Public Schools,83,Castlewood Elementary,792,1,7,Title I - Schoolwide
